user_id,recommended_items
336953,478799 2132793 1876970 1717754 1283135 
337008,2333878 51108 703456 2666755 952716 
338125,2239743 2200859 1602405 2178500 228623 
338191,2002097 1092821 1386412 657183 2198329 
338274,2183288 2778525 1180855 1952917 1187699 
338391,1244196 784737 657183 1069281 1443706 
338736,2051717 697676 2635038 779190 2274956 
338785,1106543 1953846 445231 1162250 1244196 
338832,1244196 2778525 1317915 1386412 784737 
338876,1469633 503564 967859 2248769 2123317 
338903,2778525 1244196 1386412 657183 2791339 
339730,2778525 1244196 1386412 657183 2791339 
339911,2234790 1366794 654547 278589 1565544 
340070,2002097 968392 536047 1386412 2593483 
340189,823512 1053542 1244196 2310939 79531 
340622,494815 221987 255187 931728 2708503 
340788,2778525 1244196 1386412 657183 2791339 
341045,9091 376009 152280 2239276 2764101 
341278,2031953 277691 1614606 1289358 548845 
341407,809293 1550099 2137747 417788 116630 
341477,1140869 1079891 569889 1053542 317172 
341752,1542580 1624781 1331547 1644247 964898 
342207,967007 170089 2545040 2816640 2310939 
342501,1877964 1084599 100254 1728969 1684546 
343007,1244196 657183 1386412 1776330 784737 
343232,2251758 2348573 457843 2446758 2778525 
343351,2778525 1244196 1386412 657183 2791339 
343590,621322 662225 1634003 1717731 754417 
344484,924609 1479777 2799278 1447838 2298276 
344537,965108 432365 899500 381226 2557095 
344738,2778525 1244196 1386412 657183 2791339 
345226,648769 2203463 1050614 511755 1435295 
346151,468120 1244196 2459081 1953846 668146 
346188,1190868 2580699 165557 1452434 1328711 
346670,1386412 784737 2002097 657183 1092821 
347368,1386412 1695664 657183 1092821 2002097 
347629,1244196 657183 784737 1162250 1443706 
347727,1092821 657183 1244196 536047 2002097 
347740,2012548 924609 1573067 286441 161366 
347843,1244196 468120 1679143 2778525 265522 
347923,2778525 1244196 1386412 657183 2791339 
347968,1092821 657183 536047 2791339 343377 
348049,1244196 1162250 266412 657183 1443706 
348597,1217083 1876513 2219078 2160335 273524 
349235,31152 521907 1089397 1889002 1807932 
349887,2069435 844870 1928681 1288082 1673813 
350190,1776696 1432568 186124 973448 246014 
350374,932497 1870933 2211513 2620425 1111660 
351608,2778525 1244196 1386412 657183 2791339 
351781,2778525 1244196 1386412 657183 2791339 
352292,713745 768905 1988337 2745937 1053742 
352356,2310379 1041709 2778525 823512 1730037 
352462,452334 2475133 1922179 687732 1906675 
353051,1928254 723096 460717 1368635 2239159 
353098,2546303 2076787 138656 1689895 665666 
353561,1728166 1226034 1585675 318674 1469087 
353700,1476699 1466164 246189 1907046 2778525 
353971,1549837 56993 2690105 2465711 1448046 
354041,1244196 784737 657183 1069281 1443706 
354090,1244196 1053542 1386412 573820 823512 
354151,1589201 2553330 1125263 779229 660539 
354258,1728143 1526201 859993 1776330 713309 
354327,1530036 742815 517571 374792 2521420 
354680,2220908 2577886 64972 811062 2744261 
355733,1576126 1953846 811517 2584256 2606751 
356212,2096789 412368 336977 2670591 1760592 
356528,1244196 784737 657183 1069281 1443706 
357356,794365 158526 2057312 2417467 2232832 
357669,795125 1831334 99474 273279 933760 
357683,973737 2807491 1858231 1589286 2630733 
357815,2778525 1244196 1386412 657183 2791339 
358534,16356 384116 2832662 1472192 273279 
359570,1575243 869932 228623 964787 964435 
359602,1988490 1576126 714060 2680669 468120 
359668,1569008 2301756 2586734 1101023 1888821 
359804,715272 548859 1636384 2147708 2574873 
360374,2778525 1244196 1386412 657183 2791339 
360379,1550605 105999 763834 1549837 1386412 
360777,2024094 134458 47583 2506235 1140869 
360858,1386412 657183 1092821 2002097 1984327 
360883,877388 871847 245823 1304399 701591 
360961,1717731 499178 2131409 609071 2549135 
362196,2778525 1244196 1386412 657183 2791339 
362363,640407 1014523 750033 697373 1065270 
362469,1679143 468120 2459081 2146033 1184328 
362675,1386412 2002097 657183 1092821 1984327 
363015,2701950 168889 379691 1541370 223090 
363309,2359880 1928254 1447968 565141 2406712 
363717,973448 499178 2348573 1074013 557005 
363836,1451951 2570502 336977 2096789 999411 
364691,2157670 2336274 647899 2388776 1647259 
365011,2778525 1244196 1386412 657183 2791339 
365212,2778525 1244196 1386412 657183 2791339 
365523,499178 261467 915203 2701725 258503 
365765,1512978 1797670 734229 1728212 2630733 
367414,2599513 657183 1355739 536047 18872 
367455,2778525 1244196 1386412 657183 2791339 
368595,1665346 2077469 1659731 2069813 2701174 
368866,1496888 2763004 1854295 999463 1003954 
369323,1714427 2166676 1054044 630507 1770351 
369388,2588369 996687 1456702 1372937 590897 
369416,1619659 1424217 2650926 1290875 1432568 
369649,1876513 1647075 1825202 2636095 1203065 
370123,2750191 1472343 307565 2171548 111553 
370379,512713 1338516 1677080 1440083 2820720 
370588,2704123 1884669 2014172 1183228 89562 
371691,1274336 1746915 1696739 1783191 76630 
371867,2854 1375022 207506 1510491 1796771 
372185,2411858 2177654 2438123 2752168 608981 
373576,952102 75845 697695 312917 51652 
374399,2086265 1041709 902049 2305682 1423795 
374449,2705255 614356 946429 2650926 2791339 
374495,1328208 2831662 1174707 1023434 1159573 
374615,657183 2791339 1162250 1386412 2106311 
374710,1244196 266412 657183 1162250 1386412 
374755,537717 2662264 1126358 508438 1655579 
375029,2778525 1244196 1386412 657183 2791339 
375288,2171176 145120 2382705 1045749 1608544 
375306,1988160 1093296 338012 2462072 2014172 
375608,533554 821234 2414494 196631 2580699 
375901,1792900 2726711 463226 247107 1386713 
375919,2194432 984811 2031981 1443706 1244196 
376175,887776 2157347 350427 546415 273524 
376178,2369857 458675 2604181 698106 1951497 
376424,2638669 1595372 1023441 2613923 1733080 
377134,2319540 2002097 2772802 2642889 2205419 
377996,2115825 449441 2716452 2640781 1834588 
378224,2778525 1244196 1386412 657183 2791339 
378257,2053679 2711809 1736779 2692236 952736 
379874,1059979 1042292 206258 479285 2159368 
380204,2369856 1194598 1982972 152305 1814365 
380266,463794 906941 2222699 1751372 2766428 
381388,2257514 1311154 2182661 2192713 1236049 
381862,2719503 2712821 2544369 1301133 1748626 
381864,2002097 1092821 1717731 1990447 2215272 
381904,1386412 1092821 536047 2791339 1119495 
382843,647899 1840430 1092821 1414147 536047 
383556,657183 1443706 1386412 266412 1069281 
383628,925176 2347945 1982706 2054497 610683 
383719,1362357 1270857 261126 574038 2070116 
384102,2778525 1244196 1386412 657183 2791339 
384592,2187911 694452 1496682 591901 638712 
384742,123967 387155 1181383 2193457 2000520 
384810,2546303 1131009 58071 657183 2430982 
384870,1751372 2766428 1858372 28649 278589 
385900,2778525 1244196 1386412 657183 2791339 
385951,714060 1576126 1090310 117372 2423893 
386121,2778525 1244196 1386412 657183 2791339 
386183,2730930 2488086 2560969 1984327 2311500 
386273,2590469 1930472 1697553 207240 743123 
387369,2197685 2034933 587660 528151 2544655 
387468,2778525 1244196 1386412 657183 2791339 
387523,1208539 2107695 1171945 967283 2686521 
387867,1240865 1607506 851820 1301835 1989685 
387966,1244196 2778525 266412 657183 1443706 
387999,2075582 1538496 715061 2179419 1081513 
388704,2774804 2336701 2501356 1619659 931519 
388705,931519 1438082 562914 2002097 2791339 
388740,1119853 2087061 1211265 2058099 1589778 
389306,852251 1270583 1933430 341870 2071671 
389613,240873 607978 104775 2515155 1490958 
389757,105999 859993 1164312 1604145 1550605 
389776,699006 625288 472046 119830 1123299 
389851,1031734 1484545 58561 524846 850021 
390355,1244196 657183 784737 1679143 468120 
390705,2012548 1479777 2799278 1447838 693636 
390747,472040 1928254 1550865 2170610 1750525 
390753,1386412 2791339 536047 657183 784737 
391092,2551818 802145 1912509 1255884 1873845 
391398,2754977 530744 2587013 422508 1092821 
391678,1244196 657183 784737 1069281 1443706 
391820,744773 841925 2167034 996912 1607107 
391952,1053542 1244196 823512 79531 2310939 
392137,2600575 1639401 562726 1289358 1426791 
392248,1835742 1007375 2086041 58071 665666 
394093,1732529 2803357 190246 2559475 1065538 
394177,1244196 1053542 784737 1386412 657183 
394673,1593289 2778525 177825 1077893 1833199 
394712,2157347 969821 1876513 432517 1379611 
394757,2075582 2127850 2491392 2312162 513644 
395593,1244787 1092821 1386412 1538496 2002097 
395610,2299892 2087076 2514951 2580281 1321367 
395748,1712719 782713 1885639 844819 64989 
396312,2778525 1244196 1386412 657183 2791339 
396430,2348573 632205 2515973 254917 1681825 
396942,2182484 2093466 1164968 2155991 965978 
397372,1244196 1895272 215982 964435 306161 
398117,2778525 1244196 1386412 657183 2791339 
398135,1386412 784737 2002097 1092821 78655 
398450,1422652 545095 1588612 158526 300450 
398804,939550 2579533 2614865 1997760 702582 
399520,1056667 1330328 770613 2111288 538895 
399940,2778525 1244196 1386412 657183 2791339 
400156,2296112 1686060 2025105 609124 1386412 
400283,612155 2435845 2336701 1626201 926632 
400524,567560 1007375 1065476 657433 786265 
400755,2781618 2423973 2220227 2750341 2325510 
400982,1053542 1244196 823512 79531 2310939 
401140,1386412 725181 1281736 1274752 1953846 
401368,1053542 1244196 823512 79531 278589 
401405,1278190 1290818 2738695 447657 2808334 
401449,657183 1333500 2791339 1386412 343377 
402161,2090253 1761908 2641183 768220 1225403 
402642,1464889 1696122 2136354 2152621 2657480 
403365,1447302 841721 700812 700387 1042196 
403467,2778525 1244196 1386412 657183 2791339 
403616,2778525 1244196 1386412 657183 2791339 
404205,127781 2010975 1274654 2741322 2793165 
404507,1092821 2826101 354268 1165869 2791339 
404746,1550643 1988337 2745937 662225 435406 
404956,354268 2049946 77575 161269 1291835 
405505,1654814 1776696 160177 2770160 340121 
405853,2697379 500423 2426634 2694769 2037477 
406150,1282503 1981364 845633 364509 55480 
406448,1993954 1396517 1082062 2549456 2257510 
406606,2778525 1244196 1386412 657183 2791339 
406902,557698 214390 2731831 278589 1169059 
407059,1242727 590897 1376935 259164 426324 
407702,2778525 1244196 1386412 657183 2791339 
407865,415358 1066113 186124 1776696 1432568 
407998,1624781 1536313 2548274 1935802 1472220 
408069,551635 2616493 2694047 2168309 2002979 
408473,657183 1443706 266412 1069281 784737 
408491,2435845 770613 538895 2111288 714105 
408738,2024094 794156 134458 1488958 592140 
408816,2625273 2625619 1074013 77356 1718887 
409521,1897600 152305 2105624 2435845 1701454 
409801,2778525 1244196 1386412 657183 2791339 
410019,1386412 499178 1776696 1074013 1092821 
410839,1228633 1241389 1258303 1324368 1650533 
411683,657183 665194 317687 1928254 2648928 
412316,668146 468120 506555 2479873 1972717 
412545,1317915 1386412 317172 2080276 2750191 
412599,2778525 1244196 1386412 657183 2791339 
412794,134458 1189146 711679 2506235 794156 
412994,1189063 2031953 1733751 2446414 2172280 
413044,1315172 1730037 2336274 1300835 1053542 
413319,657183 1244196 343377 1162250 2037855 
413967,2778525 1244196 1386412 657183 2791339 
414192,2324189 612155 931519 1422357 562914 
414278,2414377 2739609 1430278 1549559 558050 
414946,2778525 1244196 1386412 657183 2791339 
415108,2778525 1244196 1386412 657183 2791339 
415329,723096 460717 1386412 967007 2348229 
415354,605393 781077 2767395 1818555 2174514 
415684,1502840 1242418 2645117 2624498 731325 
415782,1386412 784737 657183 2002097 536047 
415887,2778525 823512 1053542 2310939 2660436 
416382,931519 638712 1830993 1386412 2442750 
416709,2778525 1244196 1386412 657183 2791339 
416812,1489431 479285 1367313 398611 1390420 
416978,2447333 934577 389595 34919 2149262 
417152,162125 775484 1848695 1169604 1300256 
417634,2004205 369590 1829314 744482 2703463 
417942,1244196 657183 2625619 1520277 266412 
419072,2452398 166946 335380 2165625 2405211 
419438,810028 338246 1314863 278589 1634068 
419594,2201014 88200 376763 854601 528442 
419655,1155556 1244196 50457 1140869 2778525 
419971,725181 2439867 1274752 1244196 714060 
420070,2528004 2316511 1150284 791503 1309957 
420103,2778525 1244196 1386412 657183 2791339 
420281,931519 1119926 2439247 657183 2774804 
420319,2778525 1244196 1386412 657183 2791339 
420431,2002097 788342 1386412 2791339 2159515 
420646,1385441 1432568 2750191 1175568 1750840 
420793,141176 266817 1217083 2728896 2076321 
420917,668899 2186774 2488882 460717 1262099 
421161,518862 1712984 755159 549272 401833 
421238,725181 1274752 2439867 1244196 714060 
421336,732380 1355079 985008 98202 1540116 
421622,2310379 2778525 799322 1138032 1114032 
421726,538895 779514 714105 770613 265522 
421810,1092821 1368635 2170079 615264 1390616 
422059,1218572 2400469 286278 1050778 1373703 
422452,584519 873602 1164968 2541635 2007871 
422514,2058119 849354 1443688 474639 2717633 
422554,676036 794156 1998334 2110005 1092821 
422634,1310822 2060964 1768401 120131 1709691 
423274,1576126 746757 1247117 1953846 1641047 
423587,265522 779514 714105 770613 2552884 
423589,576002 2394612 133813 2514346 2423375 
423663,2118847 307099 2315271 1499394 401522 
424323,278589 1244196 657183 1928254 1386412 
424441,2778525 1244196 1386412 657183 2791339 
424748,1182566 2377776 87443 1719018 1280955 
425103,2778525 1244196 1386412 657183 2791339 
425244,1386412 536047 657183 2791339 343377 
425572,2791278 577648 1724333 2242730 1164008 
425760,666316 566036 21529 965108 1428762 
425765,2778525 1244196 1386412 657183 2791339 
425847,2778525 1244196 1386412 657183 2791339 
425880,616190 1431742 673145 1473075 2212814 
426693,2770160 415358 1461999 172858 1820087 
426823,2018242 1508001 259641 1037469 1437962 
427127,1546470 1515551 1267928 116837 966979 
427362,459760 2277810 25015 2395300 1385583 
427394,2590469 964435 964787 1835742 2546303 
428525,1383022 2448401 2093466 2538966 2548125 
428976,657183 536047 1092821 343377 1162250 
429034,478799 1561415 222918 2393795 1775397 
429215,1386412 657183 1092821 2002097 1984327 
429268,778212 1781580 2335828 1398047 103079 
429498,2310379 2548274 1138032 1315172 958584 
430001,2002097 1386412 472594 1695664 1331898 
430760,847094 2080276 750038 1573058 2162562 
430972,374376 2462072 931519 253152 2778525 
431398,2581013 1739484 1648053 2107050 722673 
431458,2778525 1244196 1386412 657183 2791339 
431870,1244196 468120 1679143 1953846 657183 
432255,12250 1860448 2013026 2760857 1398399 
432851,2190917 2037477 1339242 2314169 42438 
433466,683365 537536 1096406 1282347 2806026 
433501,2590469 964787 2067331 2474739 1385288 
433523,2526320 2640839 2358785 1523937 1795698 
433852,1217353 1252616 413203 1835885 202863 
434045,1244196 784737 343377 2002097 1162250 
434277,788342 2159515 186124 2498458 1776696 
434933,1780684 420494 701720 551087 436652 
435123,1849877 1472220 1849183 284729 426955 
435249,931519 2002097 951920 2462072 1834588 
435873,2778525 1244196 1386412 657183 2791339 
436059,2778525 1244196 1386412 657183 2791339 
436211,132377 153323 399435 2750191 381226 
436376,2336701 1256381 562914 1521930 2640201 
437400,242615 1630881 140720 1697553 2603283 
437610,2778525 1244196 1386412 657183 2791339 
437899,110058 2483664 1508978 830863 465648 
437946,1317915 1244196 1443706 2750191 1290875 
438648,2625273 2625619 1074013 77356 1718887 
439131,1140869 801479 1520189 1747004 2808297 
439221,472040 1386412 1244196 1069281 554760 
439758,2778525 1244196 1386412 657183 2791339 
440247,2036783 1668572 1993152 557698 1140869 
441371,2778525 1244196 1386412 657183 2791339 
441851,225117 2401766 1055229 1680840 1422652 
441860,101005 2146033 2152422 1177446 1914124 
442110,887291 356237 1962219 2191475 2532364 
442799,2157347 2435832 712889 1446760 1492358 
442882,2778525 1244196 1386412 657183 2791339 
442999,1577913 616547 1885406 1403146 2154667 
443180,863312 322979 458675 2369857 1186573 
443508,810121 1755502 1379611 1725014 1794685 
443645,2778525 1244196 1386412 657183 2791339 
443860,1138894 73218 2582558 2183446 1710225 
444521,1092821 1386412 536047 2791339 784737 
444568,2802026 2770160 1651484 1986218 1489155 
444827,2699781 2088166 1606360 533554 123732 
445133,2084700 1301369 2660593 211113 2218832 
445148,473889 1904828 2793165 127781 97294 
445161,2778525 1244196 278589 1140869 1447968 
445782,1443706 657183 266412 1069281 2778525 
446521,1244196 657183 468120 1679143 1069281 
446608,2127017 810121 1399472 1825202 2114633 
446858,1984748 1578326 512254 1997760 201772 
447053,2778525 1244196 278589 1140869 47587 
447073,1422652 2794756 1833247 1654619 2801407 
447084,2129560 2218464 1239161 240873 508531 
448127,2032649 2166540 2235265 2739609 1294034 
448243,1348583 1753095 1880819 1901984 397887 
448571,1130400 2697314 2805045 926983 1475123 
449760,892024 164645 2791339 1153035 2138292 
450306,1835742 1860448 12250 1376058 2086041 
450508,1244196 657183 784737 1386412 1162250 
450769,2477757 374376 525107 2471510 1147345 
451025,624264 2821965 2216592 77575 2162420 
451458,2180322 1563497 678328 1675218 2718840 
451545,854595 779930 1211919 134383 2148842 
451603,1591624 2094950 1003954 2413494 2285678 
452358,2778525 1244196 1386412 657183 2791339 
452551,1162250 2791339 1092821 784737 536047 
452813,2778525 1244196 1386412 657183 2791339 
453278,1357325 2661013 1492333 838668 1059396 
453553,1277012 1674439 1672383 2386238 2155991 
453774,1056667 720941 1001431 1194453 1585675 
454866,1078977 2439867 1529089 2028523 2387206 
454958,507069 536047 177984 375210 231940 
455092,2002097 2778525 278589 536047 2157222 
455295,2809413 113200 2165626 2049946 1610932 
455330,1053542 1244196 823512 79531 1386412 
455654,300053 535530 2666340 2521990 1704140 
455713,2778525 1244196 1386412 657183 2791339 
455924,1386412 1092821 1119495 536047 2002097 
456563,2664566 1362646 2260583 755468 2430795 
456598,2117630 2301756 1732848 436974 1096406 
456605,2778525 1244196 1386412 657183 2791339 
456686,1846186 2388846 2810157 1885598 1429812 
456803,657183 1386412 1244196 784737 1053542 
456877,2141505 1254141 1747156 2321778 2052569 
456906,2750844 2829657 1090792 632945 1416317 
456954,2040624 2671516 2803072 508968 590795 
457437,1244196 657183 1386412 1443706 1519543 
457730,2280352 2493916 2502351 2439617 1993864 
458068,1028918 378726 1536621 2546751 449441 
458104,2107221 1945407 1728166 381226 1506186 
458428,1244196 1679143 468120 2459081 2796479 
458938,2660875 870045 1096073 259229 941446 
459427,2101845 1071532 1807457 153323 134432 
459633,1796526 1502840 1331898 650449 1010788 
459689,1244196 657183 1386412 1162250 2002097 
459959,129847 2301803 1694457 755183 1501918 
460050,1695195 725181 2439867 1274752 1953846 
460454,2685700 2001196 416889 197545 1824911 
461250,2106707 1058425 1416868 2156629 149181 
461341,1386412 784737 2002097 657183 1092821 
461763,516643 1575935 1025695 236817 22934 
461925,1194436 931519 77575 161269 1830993 
462184,2778525 1244196 1386412 657183 2791339 
462370,2009453 2356407 1571702 347061 2058099 
462758,1053542 1386412 657183 2778525 784737 
462897,2310939 2433732 2424693 538069 823512 
463103,1328208 738110 1174707 1159573 1023434 
463438,1274336 1219386 2822465 1066304 1824447 
464475,1907046 2760857 1240553 291669 388626 
464598,2778525 1244196 1386412 657183 2791339 
465434,1619659 2750191 1290875 1424217 2027489 
465544,1443706 266412 1162250 784737 1386412 
465739,1637070 2271867 1670685 410414 270644 
466237,1835742 1860448 2546303 12250 207240 
466701,1056667 591811 499178 1217083 1170721 
466946,1244196 1162250 784737 343377 1386412 
467204,2778525 1244196 1386412 657183 2791339 
467986,2666872 2066792 1721694 921674 1128505 
468454,2794756 2240764 279488 2195499 545095 
468793,2778525 1244196 1386412 657183 2791339 
468935,660035 2716169 2159515 1874092 533554 
468986,535530 779190 517025 2774545 527102 
469249,612155 1540118 789804 1422357 2336701 
469314,1090792 2127850 1439776 2825431 2590469 
469401,1244196 1443706 657183 579292 2796479 
469697,2590469 968392 955572 908778 2166540 
470060,158507 930591 1274336 1160495 2526320 
470096,2778525 1244196 1386412 657183 2791339 
470303,2778525 1244196 1386412 657183 2791339 
470377,2750191 2193334 1399783 2185485 1492716 
470999,952102 2164654 1876143 2770622 1065436 
471037,2778525 1244196 1386412 657183 2791339 
471147,1443706 604205 1841480 2269134 388626 
471433,2498893 295970 2015174 2695224 2325481 
471546,1215287 1536389 550854 635882 145191 
471676,2778525 1244196 1386412 657183 2791339 
472468,2391945 2164559 920520 2255841 2127850 
472833,1386412 784737 2002097 657183 1092821 
473404,1244196 1636910 317172 2010975 2593483 
473616,1386412 1244196 343377 1162250 784737 
473814,1244196 1443706 1162250 657183 2031981 
474202,91099 1330328 1054067 1803686 1207345 
475232,2635038 779190 2051717 697676 243378 
475544,952102 386410 1646403 1333072 1338516 
475848,1588623 81104 1946983 1500447 2528296 
475899,967007 278589 1140869 665194 1244196 
476178,78655 1573395 2247652 1506186 2405262 
476239,1386412 657183 1092821 267654 288342 
476416,2353766 2593483 390926 1054067 527751 
476781,823512 2778525 1053542 1156803 2787412 
476963,63262 21529 1125950 2051097 457270 
477065,2778525 1244196 1386412 657183 2791339 
477151,1355739 1315801 1967426 1262099 2701471 
477342,2778525 1244196 1386412 657183 2791339 
477729,457843 2446758 1820087 172858 2251758 
477786,2214218 2123252 287897 1550605 2584365 
478083,966266 989122 1347445 952014 514499 
478527,985008 562726 1289358 2600575 1857507 
478979,2118847 810121 1078977 1825202 2344362 
479186,2750191 1570385 729642 257883 2811200 
479246,1629741 654639 390926 118466 2740816 
480037,2273498 235431 988140 1265174 1596456 
480060,317172 1386412 1290875 1619659 174408 
480118,18872 1338810 1815898 718843 405121 
480780,317172 1386412 1290875 1619659 174408 
480982,566861 463311 306752 1454588 1049570 
481263,1530036 1954556 2521420 331583 2827170 
481569,2632598 2197213 2579420 1037830 461272 
482462,2654810 288342 1730479 1752822 2774545 
482954,1928254 467643 1109853 1189450 2228293 
484793,1414197 1913558 1908027 2093466 1760443 
484911,2502857 143377 33540 805382 2448087 
485527,2380306 1244787 555502 1629741 507069 
486385,839008 683831 1440411 2331875 2090836 
486417,353356 253152 1964142 1162250 638712 
486601,1386412 657183 1092821 2002097 1984327 
487499,240873 934577 352966 1083742 936454 
487756,1982016 1262631 2155146 2205815 1728166 
487881,930591 2822465 1774071 1746915 1143366 
488095,2117401 1090310 1887468 1431608 731325 
488234,527162 1608544 5608 579230 1324393 
488594,1042196 507069 536047 1683970 675129 
488681,2778525 1244196 1386412 657183 2791339 
489233,587660 2197685 784737 759567 536047 
489301,723096 472040 1928254 233182 1132902 
489624,228623 1608366 1843411 2353541 1575243 
489699,188410 1901398 81564 1571713 1416047 
489943,1640213 1287932 555292 855054 835377 
490002,177825 583684 234084 1206667 2347314 
490157,206258 2820720 931519 1087072 92714 
490254,940554 1254543 790528 663927 257322 
490345,2796479 1529089 2459081 2277810 376763 
490601,1103237 1608107 1055986 2762852 709713 
490740,252232 429512 985008 1492887 1600861 
490975,723096 460717 967007 1386412 665194 
490977,184542 2772224 2827170 685185 1517024 
491211,2778525 1244196 1386412 657183 2791339 
491429,724464 1422652 2291475 2344362 1577913 
491623,1244196 1386412 2031981 2572073 614700 
492223,657183 1443706 266412 1162250 784737 
493745,662225 823816 621322 1262298 2236793 
494012,2778525 1244196 1386412 657183 2791339 
494059,468803 246750 2714359 265876 1025299 
494701,234084 335428 133708 2491275 1281728 
494920,2421624 2231534 293354 2278562 1962549 
495244,2778525 1244196 1386412 657183 2791339 
495553,2766428 628588 1675218 617610 1833886 
495655,2468976 1870464 1683436 1636910 955051 
495732,2778525 1244196 1386412 657183 2791339 
495880,2590469 2200859 2348573 2353541 2178500 
496778,1806908 2586497 249869 2054999 985459 
496959,278589 1623512 579230 794365 1735925 
497597,1244196 784737 1443706 2791339 266412 
498625,2635038 1760592 2414830 2435845 399435 
498751,1244196 278589 1928254 657183 794156 
498974,1640213 219969 2554433 2821759 595572 
500603,2650926 1317915 1386412 317172 1619659 
500886,1096406 1244196 784737 657183 2117630 
501987,2085209 1225403 1404301 886015 817829 
502258,1244196 2778525 2031981 1287265 680340 
502833,173221 1935754 2127017 516263 1520888 
502841,2039263 2198238 1418011 613418 2639888 
502910,810121 1876513 2090363 784181 2526275 
502953,1129899 2571800 342352 2337466 1941342 
503036,574659 1704140 1672383 1606360 2433528 
503050,2310379 1315172 1427387 771844 1300835 
504243,2778525 1244196 1386412 657183 2791339 
504416,1411806 2475133 1427393 1213367 1495987 
504607,1928254 723096 1391673 967007 460717 
504636,2635038 2117630 535530 1096406 1092821 
505297,2778525 1244196 1386412 657183 2791339 
505894,219969 2554433 2821759 595572 2209456 
506369,657183 1386412 784737 1162250 2791339 
506558,2195499 1833247 2794756 279488 545095 
506633,1407001 478075 278589 466173 1113937 
506861,318674 174495 2445350 437245 1840914 
507324,1092821 1386412 536047 2791339 784737 
507360,899111 121026 790718 1267146 207240 
507582,383103 627312 270332 2712668 875721 
507756,2118847 810121 2213987 1741895 1268997 
507916,2778525 1244196 278589 1140869 1928254 
508153,1888355 2046656 3758 2561515 214477 
508605,266412 569889 1244196 1053542 2466095 
508712,2118847 1647075 823816 2469913 1735925 
508901,2778525 1244196 1386412 657183 2791339 
508911,425077 979223 2460887 758956 2685121 
509003,2796479 528442 2439867 1472192 88200 
509301,41406 1073096 213607 1607107 1860448 
509555,576002 1732492 1505560 1963276 2554704 
509763,606905 2182289 1799849 2734492 2665280 
511666,1919289 1725014 1082580 730318 738550 
512205,2778525 1244196 1386412 657183 2791339 
512425,2353116 158526 1113937 794365 102981 
512506,1853658 101005 1317513 2782162 1047625 
512648,1317915 1424217 1619659 2750191 2039826 
513062,2358596 20139 975315 1238055 1881585 
513192,2778525 1244196 1386412 657183 2791339 
513296,2778525 1244196 1386412 657183 2791339 
513705,730122 2142899 1982510 1623663 262552 
514057,280716 2407835 1829050 1188183 928057 
514360,1242418 1386412 2485517 247719 1165605 
514959,2778525 1244196 1386412 657183 2791339 
514961,288342 2767539 2577508 1685390 19957 
515742,2724169 1143278 1512978 1037482 1489467 
515776,2778525 1244196 1386412 657183 2791339 
516118,720941 660035 2448087 1728871 1194453 
516541,2784272 2154209 1545485 1773233 197012 
516808,1092821 536047 2791339 657183 2002097 
516893,1090310 468120 117372 2639071 2498173 
517745,762305 491795 1771607 882543 1835742 
517951,2778525 1244196 1386412 657183 2791339 
518335,168502 1562403 306921 1213698 1092821 
518387,252232 429512 2183922 985008 810121 
518617,562914 2778662 2157347 1876513 931519 
518880,261467 701000 1926513 2494962 2431753 
518996,907232 1221097 36045 798329 1459403 
519617,2420135 1584843 2164030 2459081 2757880 
519977,2156629 2504602 2085598 2351661 794577 
520020,908778 1028918 1971458 394095 533554 
520365,2256242 596793 2157040 2822835 627594 
520547,1244196 657183 784737 1386412 1162250 
520918,823512 2778525 1053542 1156803 2787412 
520966,1330328 2712821 536047 1258303 2157347 
521222,813510 1720816 2209456 1869700 327700 
521630,2213987 2380306 1647094 2360545 1745066 
521835,2546303 1007375 138656 665666 2430982 
521928,1386412 784737 2002097 657183 1092821 
522046,2086041 1752047 1907046 2478858 15530 
522094,213839 1586072 1686 1228746 99474 
522351,619367 2185485 2559644 1430325 340947 
522606,2650926 2778525 317172 910359 623539 
522822,1386412 1092821 536047 657183 784737 
523123,1244196 657183 784737 1576126 1162250 
523597,2778525 1244196 1386412 657183 2791339 
524472,2164654 1876143 1646403 1033588 1338516 
524537,546956 1386412 2499805 2226165 2039263 
524938,2778525 1244196 1386412 657183 2791339 
525294,1244196 2353541 2164559 2391945 784737 
525591,77356 712901 1407200 2625273 2770160 
526825,1965165 410070 650449 637756 2064573 
527362,2157347 2778662 1791317 2083881 81551 
527891,2778525 1244196 1386412 657183 2791339 
528462,1027027 1962219 2191475 584187 2469174 
528741,2353541 2590469 2115187 2163710 2603283 
528859,2257874 1171271 776155 770995 1191532 
529766,2164559 2353541 1447547 291669 2391945 
530095,2791339 1386412 1776330 1244196 240873 
530276,2353116 1113937 158526 2466849 739398 
530297,698123 36955 526154 2627699 359248 
530546,2778525 1244196 823512 784737 2031981 
530691,559839 1226034 1306864 1364014 567823 
531422,2778525 1244196 1386412 657183 2791339 
531675,2778525 1244196 1386412 657183 2791339 
531842,2778525 1244196 1386412 657183 2791339 
532193,931519 1244196 1502840 657183 2002097 
532310,2778525 1244196 1386412 657183 2791339 
532789,2411858 2139131 525385 1904911 1528195 
533628,2328730 1827898 955230 2223865 1460626 
533775,1386412 2002097 657183 2791339 536047 
533957,2141505 1254141 1747156 2321778 2052569 
533988,632512 35677 1928254 2002097 784737 
